date,code_id,option_type,K,T,sigma_bsm
2016-10-25,10000717,C,2.3,2016-11-23,-0.19952003787445016
2016-10-26,10000717,C,2.3,2016-11-23,0.24509839051230303
2016-10-27,10000717,C,2.3,2016-11-23,0.24507544481020005
2016-10-28,10000717,C,2.3,2016-11-23,0.24478680326521748
2016-10-31,10000717,C,2.3,2016-11-23,0.2452344072357976
2016-11-01,10000717,C,2.3,2016-11-23,0.24349439384021934
2016-11-02,10000717,C,2.3,2016-11-23,0.24509822782434007
2016-11-03,10000717,C,2.3,2016-11-23,0.01690710613740896
2016-11-04,10000723,C,2.35,2016-11-23,0.017754604006852547
2016-11-07,10000723,C,2.35,2016-11-23,-0.053283340407488326
2016-11-08,10000723,C,2.35,2016-11-23,0.2435318201728561
2016-11-09,10000723,C,2.35,2016-11-23,0.024741427732521394
2016-11-10,10000723,C,2.35,2016-11-23,0.24415828225448877
2016-11-11,10000723,C,2.35,2016-11-23,0.2435853621450759
2016-11-14,10000692,C,2.397,2016-12-28,0.242951852815609
2016-11-15,10000692,C,2.397,2016-12-28,-0.13622443989621622
2016-11-16,10000692,C,2.397,2016-12-28,-0.09212411152572977
2016-11-17,10000692,C,2.397,2016-12-28,0.2421762668816908
2016-11-18,10000692,C,2.397,2016-12-28,-0.07307528110088718
2016-11-21,10000692,C,2.397,2016-12-28,0.24486634948254696
2016-11-22,10000692,C,2.397,2016-12-28,0.24574538051995404
2016-11-23,10000692,C,2.397,2016-12-28,0.2443262652731428
2016-11-24,10000692,C,2.397,2016-12-28,0.24283731079431387
2016-11-25,10000692,C,2.397,2016-12-28,0.005950400664088293
2016-11-28,10000692,C,2.397,2016-12-28,0.008725688023931002
2016-11-29,10000692,C,2.397,2016-12-28,0.024674273262671235
2016-11-30,10000692,C,2.397,2016-12-28,0.2434005214648202
2016-12-01,10000692,C,2.397,2016-12-28,-0.1882226515082958
2016-12-02,10000662,P,2.25,2016-12-28,0.0960288876034413
2016-12-05,10000662,P,2.25,2016-12-28,0.07702194180634502
2016-12-06,10000662,P,2.25,2016-12-28,0.07363142071849182
2016-12-07,10000692,C,2.397,2016-12-28,0.24125152411391368
2016-12-08,10000770,C,2.45,2016-12-28,0.04379152668083202
2016-12-09,10000770,C,2.45,2016-12-28,0.02426455234770642
2016-12-12,10000770,C,2.45,2016-12-28,0.04912351774550846
2016-12-13,10000770,C,2.45,2016-12-28,0.06208612198910257
2016-12-14,10000770,C,2.45,2016-12-28,0.07235071078020824
2016-12-15,10000769,C,2.4,2016-12-28,0.08311650933711659
2016-12-16,10000769,C,2.4,2016-12-28,0.0872188138643145
2016-12-19,10000769,C,2.4,2016-12-28,0.06236001448813961
2016-12-20,10000769,C,2.4,2016-12-28,0.12902107715784827
2016-12-21,10000769,C,2.4,2016-12-28,0.06464976851327835
2016-12-22,10000769,C,2.4,2016-12-28,0.11798544450235744
2016-12-23,10000777,C,2.3,2017-01-25,0.24287479394658476
2016-12-26,10000777,C,2.3,2017-01-25,0.24515369746662544
2016-12-27,10000777,C,2.3,2017-01-25,0.24436867832971795
2016-12-28,10000777,C,2.3,2017-01-25,0.24310623246792074
2016-12-29,10000777,C,2.3,2017-01-25,0.24269215863213328
2016-12-30,10000777,C,2.3,2017-01-25,0.24386657864976757
2017-01-03,10000777,C,2.3,2017-01-25,0.2451054666830841
2017-01-04,10000778,C,2.35,2017-01-25,0.24023869981003862
2017-01-05,10000778,C,2.35,2017-01-25,0.23935535524715926
2017-01-06,10000777,C,2.3,2017-01-25,0.24429444201632883
2017-01-09,10000777,C,2.3,2017-01-25,0.2424130980320604
2017-01-10,10000777,C,2.3,2017-01-25,0.2440484972142868
2017-01-11,10000777,C,2.3,2017-01-25,0.24455836797008443
2017-01-12,10000777,C,2.3,2017-01-25,0.2447967698952576
2017-01-13,10000777,C,2.3,2017-01-25,0.24451764603500922
2017-01-16,10000777,C,2.3,2017-01-25,0.011123098559517063
2017-01-17,10000778,C,2.35,2017-01-25,0.02205533590964092
2017-01-18,10000778,C,2.35,2017-01-25,0.2442538716384924
2017-01-19,10000778,C,2.35,2017-01-25,0.018969385139387823
2017-01-20,10000778,C,2.35,2017-01-25,0.24506813439608888
2017-01-23,10000834,C,2.35,2017-02-22,0.24514653178804013
2017-01-24,10000834,C,2.35,2017-02-22,0.24513423905620815
2017-01-25,10000834,C,2.35,2017-02-22,0.24512764835805406
2017-01-26,10000834,C,2.35,2017-02-22,0.24354551073300823
2017-02-03,10000834,C,2.35,2017-02-22,0.24424227730685963
2017-02-06,10000834,C,2.35,2017-02-22,0.24563368374126596
2017-02-07,10000834,C,2.35,2017-02-22,-0.030179195836602238
2017-02-08,10000834,C,2.35,2017-02-22,0.244454576778595
2017-02-09,10000834,C,2.35,2017-02-22,0.24511683603936177
2017-02-10,10000834,C,2.35,2017-02-22,0.011833588028589285
2017-02-13,10000834,C,2.35,2017-02-22,0.02105206204862485
2017-02-14,10000834,C,2.35,2017-02-22,0.019274542408787277
2017-02-15,10000834,C,2.35,2017-02-22,0.0190422049603476
2017-02-16,10000839,P,2.35,2017-02-22,0.024944685696463686
2017-02-17,10000788,C,2.35,2017-03-22,0.24495198835237805
2017-02-20,10000789,C,2.4,2017-03-22,0.2449261392398534
2017-02-21,10000789,C,2.4,2017-03-22,0.24468179195350998
2017-02-22,10000789,C,2.4,2017-03-22,0.24519157466915306
2017-02-23,10000789,C,2.4,2017-03-22,0.2443655036548688
2017-02-24,10000789,C,2.4,2017-03-22,0.24366077983148965
2017-02-27,10000789,C,2.4,2017-03-22,0.0193664165864281
2017-02-28,10000789,C,2.4,2017-03-22,0.019089407740157455
2017-03-01,10000789,C,2.4,2017-03-22,0.019482730194508635
2017-03-02,10000789,C,2.4,2017-03-22,0.029909108511634388
2017-03-03,10000789,C,2.4,2017-03-22,0.037206011950321284
2017-03-06,10000789,C,2.4,2017-03-22,0.03579585441336308
2017-03-07,10000789,C,2.4,2017-03-22,0.03373363510844769
2017-03-08,10000789,C,2.4,2017-03-22,0.033584320342393635
2017-03-09,10000788,C,2.35,2017-03-22,0.24459645367311247
2017-03-10,10000788,C,2.35,2017-03-22,0.011240686298874463
2017-03-13,10000788,C,2.35,2017-03-22,0.24493089959632694
2017-03-14,10000788,C,2.35,2017-03-22,0.24538399400493807
2017-03-15,10000788,C,2.35,2017-03-22,0.24501134876067943
2017-03-16,10000789,C,2.4,2017-03-22,0.03611029360443272
2017-03-17,10000788,C,2.35,2017-03-22,0.007980085033455526
2017-03-20,10000788,C,2.35,2017-03-22,-1.7063035109999998
2017-03-21,10000858,C,2.35,2017-04-26,0.24558582687702096
2017-03-22,10000858,C,2.35,2017-04-26,-0.09470553778678023
2017-03-23,10000858,C,2.35,2017-04-26,0.24502047639322994
2017-03-24,10000858,C,2.35,2017-04-26,-0.08045595396013609
2017-03-27,10000858,C,2.35,2017-04-26,0.24504163681670674
2017-03-28,10000858,C,2.35,2017-04-26,0.2452921060517766
2017-03-29,10000858,C,2.35,2017-04-26,0.24514177910424095
2017-03-30,10000858,C,2.35,2017-04-26,0.2447472253126781
2017-03-31,10000858,C,2.35,2017-04-26,0.24514214822987934
2017-04-05,10000859,C,2.4,2017-04-26,0.009558809819118523
2017-04-06,10000859,C,2.4,2017-04-26,0.008405725746687976
2017-04-07,10000859,C,2.4,2017-04-26,0.008647315119313732
2017-04-10,10000859,C,2.4,2017-04-26,0.014790978908412548
2017-04-11,10000859,C,2.4,2017-04-26,0.014843476983222052
2017-04-12,10000859,C,2.4,2017-04-26,0.018256531878288115
2017-04-13,10000859,C,2.4,2017-04-26,0.025209370675114206
2017-04-14,10000858,C,2.35,2017-04-26,0.24507597717431648
2017-04-17,10000858,C,2.35,2017-04-26,0.24507336404233018
2017-04-18,10000858,C,2.35,2017-04-26,0.011381205708463866
2017-04-19,10000858,C,2.35,2017-04-26,0.029554659529636654
2017-04-20,10000858,C,2.35,2017-04-26,0.02152234238526723
2017-04-21,10000858,C,2.35,2017-04-26,0.010524194112642311
2017-04-24,10000858,C,2.35,2017-04-26,0.027219248274819908
2017-04-25,10000871,C,2.35,2017-05-24,0.24444640042411966
2017-04-26,10000871,C,2.35,2017-05-24,-0.18973279124440015
2017-04-27,10000871,C,2.35,2017-05-24,0.2449782067711718
2017-04-28,10000871,C,2.35,2017-05-24,-0.001984162944001472
2017-05-02,10000871,C,2.35,2017-05-24,0.009350650756946044
2017-05-03,10000871,C,2.35,2017-05-24,0.014277383527242064
2017-05-04,10000871,C,2.35,2017-05-24,0.017740566671727857
2017-05-05,10000871,C,2.35,2017-05-24,0.02279314592264328
2017-05-08,10000871,C,2.35,2017-05-24,0.02158793020183591
2017-05-09,10000871,C,2.35,2017-05-24,0.02459728866923369
2017-05-10,10000871,C,2.35,2017-05-24,0.020007047359127058
2017-05-11,10000871,C,2.35,2017-05-24,0.011122916619490747
2017-05-12,10000871,C,2.35,2017-05-24,0.0038332785972666986
2017-05-15,10000871,C,2.35,2017-05-24,0.006350136388199364
2017-05-16,10000871,C,2.35,2017-05-24,0.008151324201428035
2017-05-17,10000871,C,2.35,2017-05-24,-0.23039081482056165
2017-05-18,10000798,C,2.35,2017-06-28,0.24511546359110967
2017-05-19,10000798,C,2.35,2017-06-28,0.2452863582198576
2017-05-22,10000798,C,2.35,2017-06-28,0.0005914950483712766
2017-05-23,10000803,P,2.35,2017-06-28,0.023799090017179406
2017-05-24,10000803,P,2.35,2017-06-28,0.022181311239861005
2017-05-25,10000803,P,2.35,2017-06-28,0.05653924632622783
2017-05-26,10000803,P,2.35,2017-06-28,0.05386561618795716
2017-05-31,10000803,P,2.35,2017-06-28,0.06455290958503344
2017-06-01,10000803,P,2.35,2017-06-28,0.07376317041725695
2017-06-02,10000803,P,2.35,2017-06-28,0.0639779414073957
2017-06-05,10000803,P,2.35,2017-06-28,0.05260485656630605
2017-06-06,10000803,P,2.35,2017-06-28,0.062437905314073186
2017-06-07,10000803,P,2.35,2017-06-28,0.08020769976942224
2017-06-08,10000803,P,2.35,2017-06-28,0.09308564360749881
2017-06-09,10000803,P,2.35,2017-06-28,0.10745859615572967
2017-06-12,10000803,P,2.35,2017-06-28,0.11625098664065668
2017-06-13,10000804,P,2.4,2017-06-28,0.0804054790082847
2017-06-14,10000813,C,2.55,2017-06-28,0.05502170821054764
2017-06-15,10000813,C,2.55,2017-06-28,0.06826754899605866
2017-06-16,10000813,C,2.55,2017-06-28,0.07076540083963752
2017-06-19,10000801,C,2.5,2017-06-28,0.24467942666880266
2017-06-20,10000813,C,2.55,2017-06-28,0.07209460942256
2017-06-21,10000813,C,2.55,2017-06-28,0.04384058619706767
2017-06-22,10000813,C,2.55,2017-06-28,-0.023447850929575118
2017-06-23,10000813,C,2.55,2017-06-28,0.24388180442576177
2017-06-26,10000919,C,2.6,2017-07-26,-0.40018681398556155
2017-06-27,10000919,C,2.6,2017-07-26,0.23900279864460883
2017-06-28,10000919,C,2.6,2017-07-26,-0.04763023684835828
2017-06-29,10000919,C,2.6,2017-07-26,0.2389154194274783
2017-06-30,10000919,C,2.6,2017-07-26,-0.34978216461044
2017-07-03,10000919,C,2.6,2017-07-26,0.03407793545623602
2017-07-04,10000919,C,2.6,2017-07-26,0.04800626172383055
2017-07-05,10000919,C,2.6,2017-07-26,-0.0036061488049298693
2017-07-06,10000919,C,2.6,2017-07-26,-0.014671013907909203
2017-07-07,10000919,C,2.6,2017-07-26,0.02505292982168613
2017-07-10,10000919,C,2.6,2017-07-26,-0.06257424473754192
2017-07-11,10000912,P,2.55,2017-07-26,0.03964489003604763
2017-07-12,10000912,P,2.55,2017-07-26,0.036771271462859516
2017-07-13,10000912,P,2.55,2017-07-26,0.07044945768324787
2017-07-14,10000912,P,2.55,2017-07-26,0.09163455323535372
2017-07-17,10000912,P,2.55,2017-07-26,0.12113778368313846
2017-07-18,10000920,P,2.6,2017-07-26,0.06057311684916467
2017-07-19,10000920,P,2.6,2017-07-26,0.09591238635774889
2017-07-20,10000920,P,2.6,2017-07-26,0.11128218588857341
2017-07-21,10000920,P,2.6,2017-07-26,0.08437311827907654
2017-07-24,10000947,C,2.7,2017-08-23,0.24516535535410244
2017-07-25,10000947,C,2.7,2017-08-23,0.24448072312076882
2017-07-26,10000947,C,2.7,2017-08-23,0.24261403064319031
2017-07-27,10000947,C,2.7,2017-08-23,0.2429700562089216
2017-07-28,10000963,C,2.8,2017-08-23,0.06667409133499357
2017-07-31,10000963,C,2.8,2017-08-23,0.07028226185325073
2017-08-01,10000963,C,2.8,2017-08-23,0.04678327037489626
2017-08-02,10000963,C,2.8,2017-08-23,0.04466577940340886
2017-08-03,10000963,C,2.8,2017-08-23,0.06751801853799094
2017-08-04,10000955,C,2.75,2017-08-23,0.05023695656928051
2017-08-07,10000955,C,2.75,2017-08-23,0.04956321032851568
2017-08-08,10000947,C,2.7,2017-08-23,0.24261780216495887
2017-08-09,10000955,C,2.75,2017-08-23,0.059350322244519096
2017-08-10,10000947,C,2.7,2017-08-23,0.033959148541054855
2017-08-11,10000947,C,2.7,2017-08-23,0.06785334867789732
2017-08-14,10000947,C,2.7,2017-08-23,0.05619152633978891
2017-08-15,10000955,C,2.75,2017-08-23,0.08247482257125388
2017-08-16,10000937,C,2.65,2017-08-23,0.24370183744852383
2017-08-17,10000937,C,2.65,2017-08-23,0.24505334479346189
2017-08-18,10000955,C,2.75,2017-08-23,0.08727792348504465
2017-08-21,10000963,C,2.8,2017-08-23,0.031135614
2017-08-22,10000963,C,2.8,2017-08-23,0.028921535
2017-08-23,10000963,C,2.8,2017-08-23,0.026148317
2017-08-24,10000949,C,2.7,2017-09-27,0.24586418458276457
2017-08-25,10000930,P,2.65,2017-09-27,0.04645807672310592
2017-08-28,10000981,C,2.85,2017-09-27,0.030047734865057726
2017-08-29,10000981,C,2.85,2017-09-27,0.030001585387431653
2017-08-30,10000981,C,2.85,2017-09-27,0.0386709704663222
2017-08-31,10000965,C,2.8,2017-09-27,-1.4253552453027107
2017-09-01,10000965,C,2.8,2017-09-27,-0.062142921280918376
2017-09-04,10000965,C,2.8,2017-09-27,-0.18763554692885023
2017-09-05,10000965,C,2.8,2017-09-27,0.24337725635942808
2017-09-06,10000965,C,2.8,2017-09-27,-0.2856681584312677
2017-09-07,10000965,C,2.8,2017-09-27,0.03434882724751872
2017-09-08,10000965,C,2.8,2017-09-27,0.03882895827836027
2017-09-11,10000965,C,2.8,2017-09-27,0.05014404687091938
2017-09-12,10000965,C,2.8,2017-09-27,0.03956862159108257
2017-09-13,10000965,C,2.8,2017-09-27,0.04638223152360684
2017-09-14,10000965,C,2.8,2017-09-27,0.05674853223099655
2017-09-15,10000965,C,2.8,2017-09-27,0.05646657442230027
2017-09-18,10000965,C,2.8,2017-09-27,0.06171238404733017
2017-09-19,10000957,C,2.75,2017-09-27,0.027573952568138715
2017-09-20,10000957,C,2.75,2017-09-27,0.032568464951340914
2017-09-21,10000957,C,2.75,2017-09-27,-0.016337061132273623
2017-09-22,10000957,C,2.75,2017-09-27,0.023545681453606054
2017-09-25,10000957,C,2.75,2017-09-27,0.040976034902297905
2017-09-26,10000995,C,2.8,2017-10-25,0.03418454105490432
2017-09-27,10000995,C,2.8,2017-10-25,0.04405949823241203
2017-09-28,10000994,C,2.75,2017-10-25,0.016119732537310874
2017-09-29,10000994,C,2.75,2017-10-25,-0.08531767815432406
2017-10-09,10000994,C,2.75,2017-10-25,0.24521562502823693
2017-10-10,10000994,C,2.75,2017-10-25,0.24513269409534968
2017-10-11,10000994,C,2.75,2017-10-25,-0.1968429421165232
2017-10-12,10000994,C,2.75,2017-10-25,0.01427396543946945
2017-10-13,10000995,C,2.8,2017-10-25,0.02002051410476355
2017-10-16,10000995,C,2.8,2017-10-25,0.014896495730121952
2017-10-17,10000994,C,2.75,2017-10-25,0.02461950497752009
2017-10-18,10000995,C,2.8,2017-10-25,0.24534995670454868
2017-10-19,10000995,C,2.8,2017-10-25,0.2444734468061857
2017-10-20,10000995,C,2.8,2017-10-25,-0.07423624413138052
2017-10-23,10000995,C,2.8,2017-10-25,0.014884467544840695
2017-10-24,10001015,C,2.8,2017-11-22,0.24521365148885185
2017-10-25,10001015,C,2.8,2017-11-22,0.24509510214094107
2017-10-26,10001015,C,2.8,2017-11-22,-0.44144717019248414
2017-10-27,10001020,P,2.8,2017-11-22,0.03268589248757059
2017-10-30,10001020,P,2.8,2017-11-22,0.029970665060864723
2017-10-31,10001021,C,2.85,2017-11-22,0.24515852266645033
2017-11-01,10001021,C,2.85,2017-11-22,0.24472002118792993
2017-11-02,10001021,C,2.85,2017-11-22,0.24519955810896124
2017-11-03,10001021,C,2.85,2017-11-22,0.24505992938052196
2017-11-06,10001021,C,2.85,2017-11-22,0.24487119055028936
2017-11-07,10001021,C,2.85,2017-11-22,0.24173485880806933
2017-11-08,10001022,P,2.85,2017-11-22,0.2418724363538195
2017-11-09,10001022,P,2.85,2017-11-22,-0.05436280019293534
2017-11-10,10001022,P,2.85,2017-11-22,0.043860248019267266
2017-11-13,10001022,P,2.85,2017-11-22,0.05575506922951822
2017-11-14,10001024,P,2.9,2017-11-22,0.24358733320453127
2017-11-15,10001023,C,2.9,2017-11-22,0.24498552482179756
2017-11-16,10001024,P,2.9,2017-11-22,0.027803907087539215
2017-11-17,10001045,C,2.946,2017-12-27,0.24187187192420753
2017-11-20,10001045,C,2.946,2017-12-27,0.24032486373779915
2017-11-21,10001053,C,3.0439999999999996,2017-12-27,0.2451282880544875
2017-11-22,10001061,C,3.142,2017-12-27,-0.8621036633175662
2017-11-23,10001061,C,3.142,2017-12-27,0.06003099365267118
2017-11-24,10001061,C,3.142,2017-12-27,0.06278201911669579
2017-11-27,10001061,C,3.142,2017-12-27,0.07486296800192224
2017-11-28,10001061,C,3.142,2017-12-27,0.11231154856640953
2017-11-29,10001053,C,3.0439999999999996,2017-12-27,0.08300571747192634
2017-11-30,10001053,C,3.0439999999999996,2017-12-27,0.09833323826610753
2017-12-01,10001053,C,3.0439999999999996,2017-12-27,0.1117110742065275
2017-12-04,10001053,C,3.0439999999999996,2017-12-27,0.09758492312305357
2017-12-05,10001053,C,3.0439999999999996,2017-12-27,0.0738539822552225
2017-12-06,10001053,C,3.0439999999999996,2017-12-27,0.09791389851288247
2017-12-07,10001053,C,3.0439999999999996,2017-12-27,0.11021841209458873
2017-12-08,10001053,C,3.0439999999999996,2017-12-27,0.09732304739239289
2017-12-11,10001053,C,3.0439999999999996,2017-12-27,0.08516940814639272
2017-12-12,10001053,C,3.0439999999999996,2017-12-27,0.11428512641623033
2017-12-13,10001045,C,2.946,2017-12-27,0.053705365049519095
2017-12-14,10001045,C,2.946,2017-12-27,0.06782486405393137
2017-12-15,10001061,C,3.142,2017-12-27,0.11606796999111452
2017-12-18,10001061,C,3.142,2017-12-27,0.064582977
2017-12-19,10001061,C,3.142,2017-12-27,0.06483849417389279
2017-12-20,10001061,C,3.142,2017-12-27,0.064640696
2017-12-21,10001061,C,3.142,2017-12-27,0.064563975
2017-12-22,10001061,C,3.142,2017-12-27,0.06474389
2017-12-25,10001061,C,3.142,2017-12-27,0.064824156
2017-12-26,10001061,C,3.142,2017-12-27,0.064831603
2017-12-27,10001097,C,2.9,2018-01-24,-0.00823642027338238
2017-12-28,10001097,C,2.9,2018-01-24,-0.09577696474818448
2017-12-29,10001097,C,2.9,2018-01-24,0.23767091617987826
2018-01-02,10001097,C,2.9,2018-01-24,0.24541365682911684
2018-01-03,10001099,C,3.0,2018-01-24,0.04843366894311048
2018-01-04,10001099,C,3.0,2018-01-24,0.04513856652801977
2018-01-05,10001099,C,3.0,2018-01-24,0.038069697373008554
2018-01-08,10001102,P,2.9,2018-01-24,0.027729509447011164
2018-01-09,10001102,P,2.9,2018-01-24,0.04362779602353822
2018-01-10,10001102,P,2.9,2018-01-24,0.062478817097287094
2018-01-11,10001102,P,2.9,2018-01-24,0.05940792415015867
2018-01-12,10001102,P,2.9,2018-01-24,0.0796167314810487
2018-01-15,10001102,P,2.9,2018-01-24,0.11725248613970692
2018-01-16,10001102,P,2.9,2018-01-24,0.12434988384557122
2018-01-17,10001104,P,3.0,2018-01-24,0.07211399604429487
2018-01-18,10001104,P,3.0,2018-01-24,0.1089282983350302
2018-01-19,10001104,P,3.0,2018-01-24,0.13801433181942135
2018-01-22,10001173,C,3.2,2018-02-28,0.028913314700347838
2018-01-23,10001173,C,3.2,2018-02-28,0.24329819059124563
2018-01-24,10001173,C,3.2,2018-02-28,0.24301761502875585
2018-01-25,10001173,C,3.2,2018-02-28,0.23834077301137233
2018-01-26,10001173,C,3.2,2018-02-28,0.24272443927296816
2018-01-29,10001173,C,3.2,2018-02-28,-0.3251168047500343
2018-01-30,10001173,C,3.2,2018-02-28,-0.006217509213677294
2018-01-31,10001173,C,3.2,2018-02-28,-11.155804902
2018-02-01,10001173,C,3.2,2018-02-28,-0.04833464005730753
2018-02-02,10001173,C,3.2,2018-02-28,0.2344458799636421
2018-02-05,10001173,C,3.2,2018-02-28,0.24361384077448825
2018-02-06,10001173,C,3.2,2018-02-28,-0.16370254868879508
2018-02-07,10001173,C,3.2,2018-02-28,0.11540965362985216
2018-02-08,10001173,C,3.2,2018-02-28,0.16266598974069438
2018-02-09,10001173,C,3.2,2018-02-28,0.2555638685747293
2018-02-12,10001173,C,3.2,2018-02-28,0.23558930323173266
2018-02-13,10001173,C,3.2,2018-02-28,0.21204479929034598
2018-02-14,10001173,C,3.2,2018-02-28,0.19901814595781447
2018-02-22,10001173,C,3.2,2018-02-28,0.23991476822221802
2018-02-23,10001173,C,3.2,2018-02-28,0.22945055708958617
2018-02-26,10001173,C,3.2,2018-02-28,0.19328303402942695
2018-02-27,10001173,C,3.2,2018-02-28,0.113945238
2018-02-28,10001109,C,3.0,2018-03-28,0.07752680030972889
2018-03-01,10001109,C,3.0,2018-03-28,0.06929424795129271
2018-03-02,10001109,C,3.0,2018-03-28,0.08685290248779144
2018-03-05,10001109,C,3.0,2018-03-28,0.08851714268662719
2018-03-06,10001109,C,3.0,2018-03-28,0.06960088349490628
2018-03-07,10001109,C,3.0,2018-03-28,0.0828861131697229
2018-03-08,10001164,C,3.1,2018-03-28,0.1205628036105356
2018-03-09,10001164,C,3.1,2018-03-28,0.118155213967496
2018-03-12,10001164,C,3.1,2018-03-28,0.13235458759573343
2018-03-13,10001164,C,3.1,2018-03-28,0.14515178447818133
2018-03-14,10001109,C,3.0,2018-03-28,0.10206528505684158
2018-03-15,10001109,C,3.0,2018-03-28,0.08439880982370872
2018-03-16,10001107,C,2.9,2018-03-28,0.030622014403683107
2018-03-19,10001107,C,2.9,2018-03-28,0.24474977479230717
2018-03-20,10001107,C,2.9,2018-03-28,0.24491227934138235
2018-03-21,10001107,C,2.9,2018-03-28,0.24152234954959287
2018-03-22,10001107,C,2.9,2018-03-28,0.05099881553337655
2018-03-23,10001107,C,2.9,2018-03-28,0.14969495784976325
2018-03-26,10001107,C,2.9,2018-03-28,0.069710971
2018-03-27,10001252,C,2.9,2018-04-25,0.09445908443036911
2018-03-28,10001252,C,2.9,2018-04-25,0.12341281039765285
2018-03-29,10001252,C,2.9,2018-04-25,0.10103812047919021
2018-03-30,10001251,C,2.85,2018-04-25,0.0914232554886104
2018-04-02,10001251,C,2.85,2018-04-25,0.10102063975512973
2018-04-03,10001251,C,2.85,2018-04-25,0.1107245206109857
2018-04-04,10001251,C,2.85,2018-04-25,0.1113462713724374
2018-04-09,10001251,C,2.85,2018-04-25,0.12010809747661888
2018-04-10,10001251,C,2.85,2018-04-25,0.06401759878881787
2018-04-11,10001251,C,2.85,2018-04-25,0.06638875813004223
2018-04-12,10001251,C,2.85,2018-04-25,0.09992180576261012
2018-04-13,10001250,C,2.8,2018-04-25,0.0844708798395421
2018-04-16,10001250,C,2.8,2018-04-25,0.16892091791156988
2018-04-17,10001250,C,2.8,2018-04-25,0.19026793589786334
2018-04-18,10001250,C,2.8,2018-04-25,0.1831771225080657
2018-04-19,10001249,C,2.75,2018-04-25,0.09462191353079198
